phase,source_url,destination_url,anchor_text,link_context,destination_status,source_depth,destination_depth
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,Introducing Back In Stock Notifications for WooCommerce®,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/going-all-in-one-year-later/,Going all in: One year later,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/delivery-drivers-for-woocommerce/,Delivery Drivers for WooCommerce,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/wp-dispensary-v2/,WP Dispensary v2.0 is being released on 4/20,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/set-featured-images-programatically-wordpress/,Set Featured Images Programmatically in WordPress,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/woocommerce-dispensary-details-plugin/,Dispensary Details for WooCommerce,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/7-days-full-time-wp-dispensary/,7 days full time at WP Dispensary,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/dispensary-wordpress-plugins-2017/,Top Dispensary WordPress Plugins,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/hello-2017/,Hello 2017,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/cannabiz/,CannaBiz,article,200,3,3
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
after,https://robertdevore.com/tag/woocommerce/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/,RD:// Robert DeVore,header,200,2,0
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/about/,About,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/about/,About,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,2,1
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,The Fastest Way for PHP Devs to Learn Python,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,I Just Launched a Python Course for PHP Developers,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,WordPress & WooCommerce plugins I will no longer maintain,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/goodbye-wordpress-a-eulogy/,Goodbye WordPress: A Eulogy,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,Introducing: Markdown Comments for WordPress®,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,How I Use TextExpander to Reuse My Best AI Prompts,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/db-version-control-wordpress-plugin/,Introducing: DB Version Control for WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,Introducing automattic.css – An open source CSS Utility Framework,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,Just Released: Stattic v.0.3.0,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/celebrating-gaad-with-img-a11y-v1-1-0/,Celebrating GAAD with IMG A11Y v1.1.0,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,"WordPress Plugin Security Is a Joke, and You’re the Punchline",article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/say-goodbye-to-wordpress/,Say Goodbye to WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,Don’t Shoot the Messenger: Choose Courage Over Convenience,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry",article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/do-less-deliver-more/,"Do Less, Deliver More",article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,Introducing Slop Stopper: A free content checker for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,Introducing Dispensary Details for WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/im-freelancing-again/,I’m freelancing again,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,Introducing an experimental new plugin: Email Designer for WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,"BoostBox: Free Popups That Work, Pro Popups That Convert",article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,Introducing Digg This: A social sharing plugin for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,Why WordPress Plugin Developers Need Security Audits,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,How a Security Audit Can Save Your E-Commerce Store from Disaster,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,IntelliPress: The Smart AF AI Assistant for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,"Hello, Plugin Pal: Your AI Powered Plugin Generator for WordPress®",article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-broken-image-scanner/,Introducing Broken Image Scanner,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,Introducing Block AI Crawlers for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,How to Block Website Tracking Data in WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,Honoring Jesse Petersen with the Revival of “Stealth Login Page”,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/december-2024-a-retrospective/,December 2024: A Retrospective,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-seo-for-wordpress/,Introducing SEO for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-delete-inactive-users/,Introducing Delete Inactive Users,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,How to Stop Your Plugins & Themes from Being Used on WordPress.com Hosting,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,Host Your WordPress Plugins on GitHub and Automate Plugin Packaging,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,Introducing HPOS Compatibility Scanner for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,Introducing Shipping Multiple Addresses for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-img-a11y/,Introducing IMG A11Y,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,Introducing Vertical Gallery Product Display for WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-site-vitals-for-wordpress/,Introducing Site Vitals for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,Introducing Associated Taxonomies for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,Introducing Maintenance Mode for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-persistent-dismissible-notices/,Introducing Persistent Dismissible Notices,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-test-orders-for-woocommerce/,Introducing Test Orders for WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,Introducing Media File Versioning for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,Introducing Table Block Enhancer for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,Introducing Purchase Orders for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,Introducing Metadata Import/Export for Yoast SEO,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-media-copyright-scanner/,Introducing Media Copyright Scanner,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,Introducing Bluesky Feed for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-stats-for-wordpress/,Introducing Stats for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,Introducing Bulk Stock Management for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,Introducing Barcodes for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-brands-for-woocommerce-free/,Introducing Brands for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,Introducing the Module Usage Tracker for WP Bakery,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,Just Released: Customer Loyalty for WooCommerce® v2.0.0!,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,Introducing Markdown Exporter for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-content-restriction-for-wordpress/,Introducing Content Restriction for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-benchpress/,Introducing BenchPress: Performance Benchmarks for WordPress®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,Introducing Widget Usage Tracker for Elementor,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,Introducing Gift Cards for WooCommerce® (free),article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,Introducing Back In Stock Notifications for WooCommerce®,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,Introducing Gallery Modals: Enhance Your WordPress® Galleries with Stunning Popups!,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,Introducing the User Login Status Plugin for WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wtf-is-wordpress/,WTF is WordPress?,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,Introducing the Phlush Permalinks WordPress Plugin,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,Introducing BoostBox: The 1st WordPress popup builder for the core editor,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,Improve CLS scores by dynamically setting image width and height,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,5 Python Scripts for OSINT and Pentesting,article,200,2,2
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,Introducing IntelliPress: The Smart Ai Assistant for WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-hungry-are-you/,“How hungry are you?”,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,"The past, present and future of WP Dispensary",article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,How to customize the style of your WordPress login screen,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/going-all-in-one-year-later/,Going all in: One year later,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/delivery-drivers-for-woocommerce/,Delivery Drivers for WooCommerce,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/thank-you-wordpress/,Thank You WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,5 Things I’ve learned building my first blocks for Gutenberg,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/back-to-basics/,Back to Basics,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wp-dispensary-v2/,WP Dispensary v2.0 is being released on 4/20,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/set-featured-images-programatically-wordpress/,Set Featured Images Programmatically in WordPress,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/hue-js/,? hue.js,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/two-years-building-wp-dispensary/,WP Dispensary: 2 years after the launch,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/woocommerce-dispensary-details-plugin/,Dispensary Details for WooCommerce,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/7-days-full-time-wp-dispensary/,7 days full time at WP Dispensary,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/going-all-in-with-wp-dispensary/,Going all in with WP Dispensary,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,Enhance the power of your WordPress Custom Post Types,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,My Brothers Keeper,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,DocuPress: documentation simplified.,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/dispensary-wordpress-plugins-2017/,Top Dispensary WordPress Plugins,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/hello-2017/,Hello 2017,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/relentless/,Relentless,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,Chapters for Authors,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/cannabiz/,CannaBiz,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/devio-digital/,Devio Digital,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/my-development-projects/,Recent project updates,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/slackedd/,Slackedd,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/patience/,Patience,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/wp-dispensary/,WP Dispensary,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/leafly-reviews-wordpress-plugin/,Leafly Reviews,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/focus/,Focus,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,Peddle,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,MNML,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/clean-blog-free-wordpress-theme/,Clean Blog,article,200,2,3
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,2,unknown
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/llms.txt,LLMs,navigation,200,2,unknown
after,https://robertdevore.com/tag/wordpress/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,2,unknown
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/about/,About,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/about/,About,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/,Home,navigation,200,3,0
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/tag/wordpress/,WordPress,navigation,200,3,2
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/clean-blog-free-wordpress-theme/,said it before,article,200,3,3
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,3,1
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,3,2
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,The Fastest Way for PHP Devs to Learn Python,article,200,3,2
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
after,https://robertdevore.com/thank-you-wordpress/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/,RD:// Robert DeVore,header,200,2,0
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/about/,About,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/about/,About,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/,Home,navigation,200,2,0
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/tag/wordpress/,WordPress,navigation,200,2,2
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/tag/woocommerce/,WooCommerce,navigation,200,2,3
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,2,1
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,2,2
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,I Just Launched a Python Course for PHP Developers,article,200,2,2
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,2,unknown
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/llms.txt,LLMs,navigation,200,2,unknown
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,2,unknown
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/about/,About,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/about/,About,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/,Home,navigation,200,3,0
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/tag/wordpress/,WordPress,navigation,200,3,2
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/going-all-in-with-wp-dispensary/,run WP Dispensary exclusively,article,200,3,3
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,3,1
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,3,2
