phase,url,page_depth,internal_inbound_links,internal_outbound_links,external_outbound_links,orphan,pages_over_three_clicks,broken_internal_links,redirect_chain,crawlable_html_links,issues
after,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,3,6,19,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-benchpress/,3,6,18,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,3,5,18,10,False,False,0,False,True,
after,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,3,6,19,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-brands-for-woocommerce-free/,3,6,19,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-broken-image-scanner/,3,5,19,5,False,False,0,False,True,
after,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,3,6,19,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-content-restriction-for-wordpress/,3,5,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-delete-inactive-users/,3,6,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,3,5,19,9,False,False,0,False,True,
after,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,3,6,19,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,3,5,19,5,False,False,0,False,True,
after,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,3,6,20,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,3,7,19,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-img-a11y/,3,6,18,4,False,False,0,False,True,
after,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,3,5,18,10,False,False,0,False,True,
after,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,3,6,18,10,False,False,0,False,True,
after,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,2,5,18,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,3,5,18,12,False,False,0,False,True,
after,https://robertdevore.com/introducing-media-copyright-scanner/,3,6,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,3,6,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,3,6,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,3,5,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,3,5,18,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-persistent-dismissible-notices/,3,6,18,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,3,5,19,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,3,7,19,7,False,False,0,False,True,
after,https://robertdevore.com/introducing-seo-for-wordpress/,3,6,18,10,False,False,0,False,True,
after,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,3,7,19,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-site-vitals-for-wordpress/,3,6,18,6,False,False,0,False,True,
after,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,3,5,18,5,False,False,0,False,True,
after,https://robertdevore.com/introducing-stats-for-wordpress/,3,6,18,9,False,False,0,False,True,
after,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,3,6,18,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-test-orders-for-woocommerce/,3,7,20,8,False,False,0,False,True,
after,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,3,5,18,4,False,False,0,False,True,
after,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,3,5,18,11,False,False,0,False,True,
after,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,3,5,19,4,False,False,0,False,True,
after,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,3,7,19,5,False,False,0,False,True,
after,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,3,5,19,6,False,False,0,False,True,
after,https://robertdevore.com/invest-in-yourself/,4,5,19,12,False,True,0,False,True,more than three clicks from homepage
after,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,3,13,18,23,False,False,0,False,True,
after,https://robertdevore.com/leafly-reviews-wordpress-plugin/,3,8,18,9,False,False,0,False,True,
after,https://robertdevore.com/leap-the-code-of-extreme-leadership/,1,14,18,3,False,False,0,False,True,
after,https://robertdevore.com/making-up-for-lost-time/,4,7,17,2,False,True,0,False,True,more than three clicks from homepage
after,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,3,7,19,12,False,False,0,False,True,
after,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,3,5,19,5,False,False,0,False,True,
after,https://robertdevore.com/my-development-projects/,3,6,21,18,False,False,0,False,True,
after,https://robertdevore.com/open-source-is-anarchism-in-action/,2,7,18,2,False,False,0,False,True,
after,https://robertdevore.com/organized-chaos/,4,7,17,7,False,True,0,False,True,more than three clicks from homepage
after,https://robertdevore.com/patience/,3,5,21,3,False,False,0,False,True,
after,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,3,6,20,17,False,False,0,False,True,
after,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,3,16,27,2,False,False,0,False,True,
after,https://robertdevore.com/projects/,1,359,18,27,False,False,0,False,True,
after,https://robertdevore.com/projects/agents-sdk/,2,1,14,3,False,False,0,False,True,
after,https://robertdevore.com/projects/dispatch/,2,1,14,3,False,False,0,False,True,
after,https://robertdevore.com/projects/kujo/,1,2,14,4,False,False,0,False,True,
after,https://robertdevore.com/projects/lens/,2,1,14,3,False,False,0,False,True,
after,https://robertdevore.com/projects/sitekit/,2,1,14,3,False,False,0,False,True,
after,https://robertdevore.com/projects/ssg/,2,1,14,3,False,False,0,False,True,
after,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,3,6,20,3,False,False,0,False,True,
after,https://robertdevore.com/relentless/,3,5,18,11,False,False,0,False,True,
after,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,3,5,18,6,False,False,0,False,True,
after,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,3,5,18,4,False,False,0,False,True,
after,https://robertdevore.com/run-a-tor-relay/,3,5,18,17,False,False,0,False,True,
after,https://robertdevore.com/say-goodbye-to-wordpress/,3,5,19,3,False,False,0,False,True,
after,https://robertdevore.com/set-featured-images-programatically-wordpress/,3,6,19,4,False,False,0,False,True,
after,https://robertdevore.com/slackedd/,3,6,18,15,False,False,0,False,True,
after,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,3,5,18,4,False,False,0,False,True,
after,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,1,117,21,14,False,False,0,False,True,
after,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,3,5,23,2,False,False,0,False,True,
after,https://robertdevore.com/tag/,2,12,30,2,False,False,0,False,True,
after,https://robertdevore.com/tag/ai/,2,17,25,2,False,False,0,False,True,
after,https://robertdevore.com/tag/archive/,3,3,15,2,False,False,0,False,True,
after,https://robertdevore.com/tag/engineering/,2,14,22,2,False,False,0,False,True,
after,https://robertdevore.com/tag/essays/,3,4,13,2,False,False,0,False,True,
after,https://robertdevore.com/tag/woocommerce/,3,34,43,2,False,False,0,False,True,
after,https://robertdevore.com/tag/wordpress/,2,113,122,2,False,False,0,False,True,
after,https://robertdevore.com/thank-you-wordpress/,3,7,19,8,False,False,0,False,True,
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,2,115,19,7,False,False,0,False,True,
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,3,5,19,10,False,False,0,False,True,
after,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,3,18,20,16,False,False,0,False,True,
after,https://robertdevore.com/twitter-marketing/,4,8,17,38,False,True,0,False,True,more than three clicks from homepage
after,https://robertdevore.com/two-years-building-wp-dispensary/,3,6,21,51,False,False,0,False,True,
after,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,3,5,18,7,False,False,0,False,True,
after,https://robertdevore.com/what-makes-content-beautifully-useful/,3,6,19,2,False,False,0,False,True,
after,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,3,16,22,2,False,False,0,False,True,
after,https://robertdevore.com/woocommerce-dispensary-details-plugin/,3,6,26,9,False,False,0,False,True,
after,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,3,6,18,20,False,False,0,False,True,
after,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,3,5,18,3,False,False,0,False,True,
after,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,2,7,25,78,False,False,0,False,True,
after,https://robertdevore.com/wp-dispensary-v2/,3,7,23,12,False,False,0,False,True,
after,https://robertdevore.com/wp-dispensary/,3,12,18,10,False,False,0,False,True,
after,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,2,5,21,5,False,False,0,False,True,
after,https://robertdevore.com/wtf-is-wordpress/,3,7,20,36,False,False,0,False,True,
after,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,1,21,18,6,False,False,0,False,True,
